"Estado","SSA","IMSS.ORD","ISSSTE","IMSS.OP","DIF","PEMEX","SEDENA","SEDEMAR","OTRAS","Año","Sexo"
"Aguascalientes",1202,637,326,0,0,0,0,0,83,"2003","MUJER"
"Baja California",1444,4680,405,71,0,0,27,1,362,"2003","MUJER"
"Baja California Sur",360,812,81,0,0,0,10,8,0,"2003","MUJER"
"Campeche",881,369,126,69,38,4,1,34,54,"2003","MUJER"
"Coahuila",871,5547,2351,111,6,0,4,0,638,"2003","MUJER"
"Colima",523,307,11,0,0,0,18,3,8,"2003","MUJER"
"Chiapas",2740,2881,1281,633,0,2,15,17,184,"2003","MUJER"
"Chihuahua",1157,5495,561,109,0,0,0,0,1098,"2003","MUJER"
"Distrito Federal",10413,3902,9793,0,0,110,809,151,938,"2003","MUJER"
"Durango",1407,3585,1836,136,0,0,73,0,12,"2003","MUJER"
"Guanajuato",5699,4371,396,0,0,14,67,0,46,"2003","MUJER"
"Guerrero",4495,2549,2071,0,0,0,7,92,26,"2003","MUJER"
"Hidalgo",2097,690,248,378,0,25,2,0,35,"2003","MUJER"
"Jalisco",4542,7298,436,0,195,4,176,49,4667,"2003","MUJER"
"México",9137,7711,2932,0,1814,1,175,0,1782,"2003","MUJER"
"Michoacán",3064,1850,1236,570,0,0,0,13,0,"2003","MUJER"
"Morelos",1659,2277,1857,0,0,0,0,0,0,"2003","MUJER"
"Nayarit",779,508,948,77,94,0,20,1,9,"2003","MUJER"
"Nuevo León",2811,2911,462,0,0,6,21,0,2982,"2003","MUJER"
"Oaxaca",2396,678,957,659,6,62,514,46,44,"2003","MUJER"
"Puebla",2433,4642,1674,368,27,6,28,0,815,"2003","MUJER"
"Querétaro",1169,1925,38,0,0,0,0,0,18,"2003","MUJER"
"Quintana Roo",510,260,318,0,0,0,8,20,0,"2003","MUJER"
"San Luis Potosí",1650,3636,752,392,0,6,60,0,31,"2003","MUJER"
"Sinaloa",1835,2462,300,120,372,2,92,43,1052,"2003","MUJER"
"Sonora",2277,2787,4,0,0,0,195,29,489,"2003","MUJER"
"Tabasco",1924,1345,589,0,0,37,90,20,560,"2003","MUJER"
"Tamaulipas",2361,4703,910,189,0,65,29,28,83,"2003","MUJER"
"Tlaxcala",895,640,219,0,0,0,0,0,1,"2003","MUJER"
"Veracruz",5169,4761,405,923,128,315,141,68,2,"2003","MUJER"
"Yucatán",973,3488,314,327,50,0,0,0,160,"2003","MUJER"
"Zacatecas",1125,1048,264,294,106,0,1,0,1,"2003","MUJER"
"Aguascalientes",1411,751,194,0,0,0,0,0,63,"2004","MUJER"
"Baja California",1710,5098,351,19,0,0,19,0,259,"2004","MUJER"
"Baja California Sur",386,662,172,0,0,0,10,15,0,"2004","MUJER"
"Campeche",884,256,203,87,29,5,49,65,19,"2004","MUJER"
"Coahuila",1257,5489,2624,170,0,0,0,0,813,"2004","MUJER"
"Colima",515,487,27,0,2,0,10,4,12,"2004","MUJER"
"Chiapas",3148,2881,898,669,0,1,206,7,263,"2004","MUJER"
"Chihuahua",1149,6543,392,97,0,0,0,0,1050,"2004","MUJER"
"Distrito Federal",10061,4341,7546,0,85,126,951,59,1050,"2004","MUJER"
"Durango",1406,2735,1833,172,0,0,48,0,24,"2004","MUJER"
"Guanajuato",4023,7215,590,0,0,21,25,0,93,"2004","MUJER"
"Guerrero",4305,2344,2249,0,0,0,41,173,0,"2004","MUJER"
"Hidalgo",2013,699,266,304,0,19,14,0,149,"2004","MUJER"
"Jalisco",4952,10620,574,0,190,33,161,0,5650,"2004","MUJER"
"México",9408,8795,2930,0,2495,114,785,0,2694,"2004","MUJER"
"Michoacán",3071,1536,730,475,0,0,0,18,0,"2004","MUJER"
"Morelos",1845,2231,2175,0,0,0,0,0,0,"2004","MUJER"
"Nayarit",758,640,988,92,113,0,21,1,17,"2004","MUJER"
"Nuevo León",2924,2998,341,0,0,10,54,0,2245,"2004","MUJER"
"Oaxaca",2344,1065,1111,746,0,58,286,52,40,"2004","MUJER"
"Puebla",3601,5390,1657,391,31,2,16,0,992,"2004","MUJER"
"Querétaro",1495,1829,102,0,3,0,0,0,40,"2004","MUJER"
"Quintana Roo",506,206,220,0,0,0,19,2,0,"2004","MUJER"
"San Luis Potosí",2236,3335,580,464,0,1,161,0,17,"2004","MUJER"
"Sinaloa",2143,2956,225,75,453,18,168,48,1323,"2004","MUJER"
"Sonora",2528,3131,156,11,0,0,159,21,788,"2004","MUJER"
"Tabasco",2387,1323,175,0,0,71,89,6,366,"2004","MUJER"
"Tamaulipas",3150,4656,830,336,0,89,17,2,26,"2004","MUJER"
"Tlaxcala",859,711,225,0,0,0,32,0,2,"2004","MUJER"
"Veracruz",5408,3713,404,1166,185,276,110,34,0,"2004","MUJER"
"Yucatán",1388,3362,295,526,8,0,4,1,250,"2004","MUJER"
"Zacatecas",979,1332,192,292,58,0,10,0,5,"2004","MUJER"
"Aguascalientes",7,1,6,1,1,1,8,0,22,"2005","MUJER"
"Baja California",16,17,20,7,1,1,20,3,17,"2005","MUJER"
"Baja California Sur",24,23,32,1,1,1,32,0,1,"2005","MUJER"
"Campeche",1,18,7,26,11,8,4,41,10,"2005","MUJER"
"Coahuila",6,21,18,10,1,1,6,0,15,"2005","MUJER"
"Colima",31,24,10,1,1,1,15,10,11,"2005","MUJER"
"Chiapas",25,6,3,21,1,11,11,3,12,"2005","MUJER"
"Chihuahua",5,19,19,9,1,1,18,0,3,"2005","MUJER"
"Distrito Federal",13,20,27,1,5,14,26,32,14,"2005","MUJER"
"Durango",10,10,17,8,1,1,22,0,24,"2005","MUJER"
"Guanajuato",29,22,24,13,1,5,23,0,18,"2005","MUJER"
"Guerrero",27,7,2,25,1,1,27,117,1,"2005","MUJER"
"Hidalgo",14,30,16,15,1,10,21,0,21,"2005","MUJER"
"Jalisco",26,32,25,22,3,6,28,2,16,"2005","MUJER"
"México",12,31,8,5,9,7,17,0,8,"2005","MUJER"
"Michoacán",19,4,28,14,1,1,25,13,1,"2005","MUJER"
"Morelos",11,8,5,3,1,1,7,0,1,"2005","MUJER"
"Nayarit",32,26,30,24,2,1,19,0,4,"2005","MUJER"
"Nuevo León",9,15,12,1,1,10,30,0,9,"2005","MUJER"
"Oaxaca",23,2,1,23,6,12,10,56,6,"2005","MUJER"
"Puebla",22,25,4,18,14,13,6,0,25,"2005","MUJER"
"Querétaro",4,3,33,11,8,1,1,0,19,"2005","MUJER"
"Quintana Roo",28,14,13,1,1,1,14,0,1,"2005","MUJER"
"San Luis Potosí",18,13,29,17,1,1,13,0,23,"2005","MUJER"
"Sinaloa",20,9,15,4,10,13,12,92,2,"2005","MUJER"
"Sonora",17,11,23,16,1,1,5,40,13,"2005","MUJER"
"Tabasco",15,27,11,1,1,3,29,19,20,"2005","MUJER"
"Tamaulipas",21,16,26,6,15,4,31,1,26,"2005","MUJER"
"Tlaxcala",2,29,14,1,4,1,3,0,1,"2005","MUJER"
"Veracruz",30,12,22,2,7,9,9,62,1,"2005","MUJER"
"Yucatán",8,5,31,19,8,1,2,0,5,"2005","MUJER"
"Zacatecas",3,28,9,12,13,1,24,0,1,"2005","MUJER"
"Aguascalientes",4,1,23,1,6,0,23,0,12,"2006","MUJER"
"Baja California",15,20,24,16,1,0,20,0,19,"2006","MUJER"
"Baja California Sur",28,24,28,1,1,0,16,2,1,"2006","MUJER"
"Campeche",29,14,10,28,8,1,19,15,4,"2006","MUJER"
"Coahuila",1,23,12,7,17,0,20,0,22,"2006","MUJER"
"Colima",24,28,18,1,1,0,3,0,6,"2006","MUJER"
"Chiapas",17,4,32,25,1,50,10,3,8,"2006","MUJER"
"Chihuahua",8,19,21,5,1,0,14,0,2,"2006","MUJER"
"Distrito Federal",10,21,30,1,7,68,21,65,15,"2006","MUJER"
"Durango",33,7,7,9,1,0,26,0,27,"2006","MUJER"
"Guanajuato",27,22,26,10,1,13,7,0,13,"2006","MUJER"
"Guerrero",22,8,3,20,1,0,5,53,17,"2006","MUJER"
"Hidalgo",12,30,22,13,1,55,18,0,16,"2006","MUJER"
"Jalisco",23,32,1,6,11,8,27,0,18,"2006","MUJER"
"México",11,6,11,11,10,0,21,0,3,"2006","MUJER"
"Michoacán",16,5,5,21,1,0,24,7,1,"2006","MUJER"
"Morelos",7,12,6,12,1,0,12,0,1,"2006","MUJER"
"Nayarit",32,25,29,18,3,0,1,3,20,"2006","MUJER"
"Nuevo León",9,16,14,19,1,16,22,0,9,"2006","MUJER"
"Oaxaca",20,3,2,27,16,60,9,38,26,"2006","MUJER"
"Puebla",18,26,4,24,5,17,15,0,23,"2006","MUJER"
"Querétaro",3,2,8,3,2,0,1,0,27,"2006","MUJER"
"Quintana Roo",25,18,9,1,1,0,17,7,1,"2006","MUJER"
"San Luis Potosí",13,13,25,17,1,1,8,0,10,"2006","MUJER"
"Sinaloa",21,10,20,4,12,3,11,12,21,"2006","MUJER"
"Sonora",5,11,16,26,1,0,4,56,25,"2006","MUJER"
"Tabasco",14,33,15,1,1,125,25,23,11,"2006","MUJER"
"Tamaulipas",19,17,31,8,15,92,19,13,24,"2006","MUJER"
"Tlaxcala",31,29,17,15,9,0,2,0,1,"2006","MUJER"
"Veracruz",26,15,16,2,13,290,6,170,1,"2006","MUJER"
"Yucatán",6,9,27,22,18,0,1,2,5,"2006","MUJER"
"Zacatecas",2,27,13,14,4,0,1,0,14,"2006","MUJER"
"Aguascalientes",6,24,32,NA,3,NA,4,NA,14,"2007","MUJER"
"Baja California",11,13,22,15,NA,NA,18,2,17,"2007","MUJER"
"Baja California Sur",26,23,10,NA,NA,NA,21,2,NA,"2007","MUJER"
"Campeche",28,22,11,3,8,0,14,15,1,"2007","MUJER"
"Coahuila",30,18,6,9,17,NA,9,NA,25,"2007","MUJER"
"Colima",24,25,17,NA,15,NA,24,45,19,"2007","MUJER"
"Chiapas",17,5,2,20,NA,39,23,1,13,"2007","MUJER"
"Chihuahua",10,19,25,2,NA,NA,3,NA,3,"2007","MUJER"
"Distrito Federal",31,20,30,5,9,49,26,177,20,"2007","MUJER"
"Durango",27,4,33,10,1,NA,13,NA,7,"2007","MUJER"
"Guanajuato",21,14,26,8,NA,12,17,NA,16,"2007","MUJER"
"Guerrero",20,7,3,12,NA,NA,20,1,1,"2007","MUJER"
"Hidalgo",8,30,28,13,1,67,6,NA,5,"2007","MUJER"
"Jalisco",22,27,8,4,11,3,25,13,18,"2007","MUJER"
"México",7,33,9,24,12,NA,19,NA,10,"2007","MUJER"
"Michoacán",12,3,16,22,NA,NA,1,20,NA,"2007","MUJER"
"Morelos",5,11,7,11,NA,NA,8,NA,NA,"2007","MUJER"
"Nayarit",29,10,31,26,19,NA,1,0,12,"2007","MUJER"
"Nuevo León",9,16,12,16,2,27,22,NA,11,"2007","MUJER"
"Oaxaca",16,2,4,27,18,59,28,51,21,"2007","MUJER"
"Puebla",14,17,5,21,4,6,29,NA,23,"2007","MUJER"
"Querétaro",1,1,13,11,6,NA,NA,NA,24,"2007","MUJER"
"Quintana Roo",23,26,14,NA,NA,NA,11,2,NA,"2007","MUJER"
"San Luis Potosí",15,6,27,17,NA,3,16,NA,4,"2007","MUJER"
"Sinaloa",19,9,20,6,13,2,7,23,2,"2007","MUJER"
"Sonora",3,12,24,25,NA,NA,27,8,6,"2007","MUJER"
"Tabasco",13,32,19,NA,NA,210,15,25,27,"2007","MUJER"
"Tamaulipas",18,15,1,7,10,117,12,0,22,"2007","MUJER"
"Tlaxcala",33,29,23,19,7,NA,2,NA,8,"2007","MUJER"
"Veracruz",25,21,18,1,14,219,5,164,NA,"2007","MUJER"
"Yucatán",4,8,29,18,3,NA,1,1,26,"2007","MUJER"
"Zacatecas",2,28,15,14,5,NA,2,NA,15,"2007","MUJER"
"Aguascalientes",8,25,7,NA,17,NA,14,NA,14,"2008","MUJER"
"Baja California",15,15,18,4,NA,NA,9,4,16,"2008","MUJER"
"Baja California Sur",21,27,8,NA,NA,NA,18,73,NA,"2008","MUJER"
"Campeche",28,10,31,16,3,1,26,14,19,"2008","MUJER"
"Coahuila",32,16,2,13,1,NA,7,NA,2,"2008","MUJER"
"Colima",24,23,9,NA,1,NA,26,29,6,"2008","MUJER"
"Chiapas",17,3,3,22,NA,11,25,6,7,"2008","MUJER"
"Chihuahua",10,19,21,8,NA,NA,16,NA,13,"2008","MUJER"
"Distrito Federal",26,20,27,5,6,15,22,121,17,"2008","MUJER"
"Durango",29,5,30,9,1,NA,8,NA,7,"2008","MUJER"
"Guanajuato",22,11,23,7,NA,5,3,NA,22,"2008","MUJER"
"Guerrero",18,7,5,14,NA,NA,5,3,NA,"2008","MUJER"
"Hidalgo",13,33,25,12,1,12,1,NA,8,"2008","MUJER"
"Jalisco",23,24,4,10,4,7,4,4,20,"2008","MUJER"
"México",9,32,16,15,5,NA,13,NA,3,"2008","MUJER"
"Michoacán",12,4,11,18,NA,NA,1,4,NA,"2008","MUJER"
"Morelos",6,9,10,7,NA,NA,21,NA,NA,"2008","MUJER"
"Nayarit",30,21,29,25,13,NA,1,0,11,"2008","MUJER"
"Nuevo León",7,17,15,5,NA,13,24,NA,12,"2008","MUJER"
"Oaxaca",19,2,1,26,15,14,11,55,9,"2008","MUJER"
"Puebla",14,18,6,20,16,4,18,NA,23,"2008","MUJER"
"Querétaro",3,1,13,2,2,NA,8,NA,25,"2008","MUJER"
"Quintana Roo",27,26,14,NA,NA,NA,23,3,NA,"2008","MUJER"
"San Luis Potosí",14,6,28,19,NA,2,15,NA,15,"2008","MUJER"
"Sinaloa",20,8,20,3,11,10,20,25,1,"2008","MUJER"
"Sonora",4,14,24,24,NA,NA,17,5,4,"2008","MUJER"
"Tabasco",11,30,19,NA,NA,6,19,14,26,"2008","MUJER"
"Tamaulipas",16,12,32,6,9,9,2,0,24,"2008","MUJER"
"Tlaxcala",1,28,22,17,8,NA,10,NA,18,"2008","MUJER"
"Veracruz",25,22,23,1,7,8,6,186,NA,"2008","MUJER"
"Yucatán",5,13,26,21,10,NA,1,8,21,"2008","MUJER"
"Zacatecas",2,31,12,11,14,NA,1,NA,5,"2008","MUJER"
"Aguascalientes",33,31,11,NA,4,NA,23,NA,27,"2009","MUJER"
"Baja California",13,17,19,21,NA,NA,4,1,19,"2009","MUJER"
"Baja California Sur",20,30,29,NA,NA,NA,1,9,NA,"2009","MUJER"
"Campeche",30,18,9,5,5,8,10,3,4,"2009","MUJER"
"Coahuila",1,20,1,13,14,NA,8,NA,10,"2009","MUJER"
"Colima",25,22,16,NA,2,NA,1,2,14,"2009","MUJER"
"Chiapas",17,6,5,27,NA,12,24,5,1,"2009","MUJER"
"Chihuahua",16,25,24,8,NA,NA,12,NA,9,"2009","MUJER"
"Distrito Federal",28,26,21,15,10,2,15,11,26,"2009","MUJER"
"Durango",26,7,3,9,2,NA,7,NA,5,"2009","MUJER"
"Guanajuato",24,21,18,4,NA,3,6,NA,22,"2009","MUJER"
"Guerrero",19,9,7,19,NA,NA,25,12,NA,"2009","MUJER"
"Hidalgo",12,1,30,17,1,10,21,NA,6,"2009","MUJER"
"Jalisco",22,28,27,12,3,6,9,7,15,"2009","MUJER"
"México",8,8,14,7,9,NA,11,NA,8,"2009","MUJER"
"Michoacán",14,10,12,22,NA,NA,1,2,NA,"2009","MUJER"
"Morelos",7,15,6,11,NA,NA,16,NA,NA,"2009","MUJER"
"Nayarit",27,23,28,23,6,NA,1,8,16,"2009","MUJER"
"Nuevo León",6,24,10,10,NA,13,20,NA,13,"2009","MUJER"
"Oaxaca",18,4,4,1,16,14,5,8,25,"2009","MUJER"
"Puebla",10,19,13,25,13,15,10,NA,21,"2009","MUJER"
"Querétaro",4,3,17,11,7,NA,17,NA,23,"2009","MUJER"
"Quintana Roo",29,29,26,NA,NA,NA,14,13,NA,"2009","MUJER"
"San Luis Potosí",11,12,31,24,NA,4,16,NA,17,"2009","MUJER"
"Sinaloa",21,11,19,3,8,11,13,4,2,"2009","MUJER"
"Sonora",2,14,22,20,NA,NA,18,9,20,"2009","MUJER"
"Tabasco",9,5,23,NA,NA,9,22,13,18,"2009","MUJER"
"Tamaulipas",15,16,2,6,1,5,19,14,24,"2009","MUJER"
"Tlaxcala",32,32,20,18,2,NA,13,NA,12,"2009","MUJER"
"Veracruz",23,27,32,2,17,7,3,6,NA,"2009","MUJER"
"Yucatán",5,13,25,14,11,NA,1,1,11,"2009","MUJER"
"Zacatecas",3,2,8,16,15,NA,1,NA,3,"2009","MUJER"
"Aguascalientes",1,27,11,NA,5,NA,1,NA,1,"2010","MUJER"
"Baja California",14,20,26,26,NA,NA,10,2,20,"2010","MUJER"
"Baja California Sur",19,26,30,NA,NA,NA,18,17,NA,"2010","MUJER"
"Campeche",30,17,8,5,3,14,2,4,24,"2010","MUJER"
"Coahuila",28,19,2,14,8,NA,13,NA,2,"2010","MUJER"
"Colima",23,18,10,NA,2,NA,4,2,10,"2010","MUJER"
"Chiapas",16,6,5,25,NA,12,2,5,11,"2010","MUJER"
"Chihuahua",15,22,27,12,NA,NA,6,NA,9,"2010","MUJER"
"Distrito Federal",26,23,25,11,6,3,8,11,26,"2010","MUJER"
"Durango",32,7,7,10,1,NA,7,NA,6,"2010","MUJER"
"Guanajuato",24,13,22,13,NA,10,20,NA,21,"2010","MUJER"
"Guerrero",17,5,14,20,NA,NA,17,16,NA,"2010","MUJER"
"Hidalgo",10,2,28,18,1,6,1,NA,12,"2010","MUJER"
"Jalisco",21,29,6,6,15,9,11,6,19,"2010","MUJER"
"México",8,32,16,4,9,NA,15,NA,8,"2010","MUJER"
"Michoacán",9,9,15,24,NA,NA,1,7,NA,"2010","MUJER"
"Morelos",4,12,1,7,NA,NA,9,NA,NA,"2010","MUJER"
"Nayarit",25,25,32,19,4,NA,1,3,12,"2010","MUJER"
"Nuevo León",6,21,19,4,NA,7,12,NA,7,"2010","MUJER"
"Oaxaca",20,3,4,27,14,13,7,12,14,"2010","MUJER"
"Puebla",11,16,12,1,16,11,1,NA,27,"2010","MUJER"
"Querétaro",5,1,21,3,17,NA,14,NA,18,"2010","MUJER"
"Quintana Roo",27,28,20,NA,NA,NA,16,15,NA,"2010","MUJER"
"San Luis Potosí",13,10,33,21,NA,14,19,NA,22,"2010","MUJER"
"Sinaloa",18,11,18,8,7,1,10,9,25,"2010","MUJER"
"Sonora",3,15,24,22,NA,NA,18,8,5,"2010","MUJER"
"Tabasco",7,4,23,NA,NA,5,5,13,17,"2010","MUJER"
"Tamaulipas",12,14,13,9,1,4,18,10,16,"2010","MUJER"
"Tlaxcala",29,30,29,16,1,NA,1,NA,13,"2010","MUJER"
"Veracruz",22,24,3,2,13,8,21,14,15,"2010","MUJER"
"Yucatán",2,8,31,15,11,NA,1,1,4,"2010","MUJER"
"Zacatecas",33,33,9,17,12,NA,1,NA,23,"2010","MUJER"
"Aguascalientes",2,28,25,NA,1,NA,9,NA,28,"2011","MUJER"
"Baja California",16,20,24,8,NA,NA,4,9,25,"2011","MUJER"
"Baja California Sur",22,23,29,NA,NA,NA,9,0,NA,"2011","MUJER"
"Campeche",31,17,7,9,4,5,2,16,1,"2011","MUJER"
"Coahuila",28,8,14,12,2,NA,2,NA,3,"2011","MUJER"
"Colima",25,18,32,NA,4,NA,17,1,9,"2011","MUJER"
"Chiapas",17,7,5,26,NA,7,7,30,8,"2011","MUJER"
"Chihuahua",13,21,27,15,NA,NA,20,NA,11,"2011","MUJER"
"Distrito Federal",26,19,19,18,3,3,10,80,2,"2011","MUJER"
"Durango",30,5,10,20,1,NA,9,NA,19,"2011","MUJER"
"Guanajuato",23,13,22,23,NA,12,21,NA,21,"2011","MUJER"
"Guerrero",20,6,9,3,NA,NA,23,119,1,"2011","MUJER"
"Hidalgo",12,1,28,25,1,13,13,NA,5,"2011","MUJER"
"Jalisco",19,29,11,21,15,15,12,23,22,"2011","MUJER"
"México",8,26,13,6,7,NA,14,NA,17,"2011","MUJER"
"Michoacán",11,9,3,28,NA,NA,1,6,NA,"2011","MUJER"
"Morelos",6,12,4,19,NA,NA,4,NA,NA,"2011","MUJER"
"Nayarit",27,25,30,13,9,NA,1,3,16,"2011","MUJER"
"Nuevo León",9,22,17,5,NA,8,19,NA,10,"2011","MUJER"
"Oaxaca",18,2,1,2,13,14,8,18,18,"2011","MUJER"
"Puebla",15,16,2,1,14,9,17,NA,24,"2011","MUJER"
"Querétaro",4,33,15,10,10,NA,5,NA,26,"2011","MUJER"
"Quintana Roo",1,27,12,NA,NA,NA,1,0,1,"2011","MUJER"
"San Luis Potosí",14,10,31,27,NA,2,18,NA,27,"2011","MUJER"
"Sinaloa",21,14,16,16,6,11,15,43,23,"2011","MUJER"
"Sonora",5,15,23,7,NA,NA,2,7,6,"2011","MUJER"
"Tabasco",7,3,20,NA,NA,6,22,22,15,"2011","MUJER"
"Tamaulipas",10,11,6,17,4,4,6,71,20,"2011","MUJER"
"Tlaxcala",29,31,21,14,16,NA,13,NA,12,"2011","MUJER"
"Veracruz",24,24,10,11,11,10,11,361,14,"2011","MUJER"
"Yucatán",33,4,26,22,5,NA,16,0,4,"2011","MUJER"
"Zacatecas",3,32,8,24,12,NA,17,NA,7,"2011","MUJER"
"Aguascalientes",4,32,32,NA,11,NA,0,NA,2,"2012","MUJER"
"Baja California",16,20,30,72,NA,NA,9,14,22,"2012","MUJER"
"Baja California Sur",30,22,12,NA,NA,NA,2,1,NA,"2012","MUJER"
"Campeche",28,17,11,138,0,39,0,14,7,"2012","MUJER"
"Coahuila",1,10,19,313,123,NA,1,NA,27,"2012","MUJER"
"Colima",22,23,18,NA,5,NA,3,4,18,"2012","MUJER"
"Chiapas",15,8,5,1019,NA,14,9,20,6,"2012","MUJER"
"Chihuahua",18,18,31,184,NA,NA,91,NA,8,"2012","MUJER"
"Distrito Federal",25,19,20,34,150,174,289,89,24,"2012","MUJER"
"Durango",26,5,6,243,0,NA,11,0,17,"2012","MUJER"
"Guanajuato",21,12,26,55,NA,65,124,NA,19,"2012","MUJER"
"Guerrero",19,6,7,164,NA,NA,45,44,1,"2012","MUJER"
"Hidalgo",13,33,2,549,0,76,0,NA,12,"2012","MUJER"
"Jalisco",20,26,15,28,42,12,93,2,16,"2012","MUJER"
"México",8,27,23,110,2664,NA,258,NA,14,"2012","MUJER"
"Michoacán",10,7,8,924,NA,NA,3,14,NA,"2012","MUJER"
"Morelos",5,13,4,15,NA,NA,22,NA,NA,"2012","MUJER"
"Nayarit",27,24,3,178,40,NA,0,2,13,"2012","MUJER"
"Nuevo León",9,21,21,17,NA,67,55,NA,3,"2012","MUJER"
"Oaxaca",14,1,10,1566,79,89,20,24,4,"2012","MUJER"
"Puebla",17,15,33,983,87,31,15,NA,21,"2012","MUJER"
"Querétaro",6,2,17,6,3,NA,2,NA,11,"2012","MUJER"
"Quintana Roo",32,28,14,NA,NA,NA,1,0,1,"2012","MUJER"
"San Luis Potosí",12,9,1,885,NA,13,37,NA,5,"2012","MUJER"
"Sinaloa",24,11,24,269,220,3,0,22,25,"2012","MUJER"
"Sonora",7,16,28,12,NA,NA,4,12,10,"2012","MUJER"
"Tabasco",11,4,27,NA,NA,229,28,7,15,"2012","MUJER"
"Tamaulipas",15,14,9,222,3,213,22,78,26,"2012","MUJER"
"Tlaxcala",29,31,25,38,200,NA,4,NA,1,"2012","MUJER"
"Veracruz",23,25,16,1611,92,484,177,301,20,"2012","MUJER"
"Yucatán",3,3,29,382,16,NA,71,0,23,"2012","MUJER"
"Zacatecas",2,29,13,477,80,NA,20,NA,6,"2012","MUJER"
"Aguascalientes",2,3,32,NA,13,NA,0,NA,27,"2013","MUJER"
"Baja California",13,20,29,19,NA,NA,4,44,4,"2013","MUJER"
"Baja California Sur",22,26,7,NA,NA,NA,3,0,NA,"2013","MUJER"
"Campeche",25,17,8,5,1,8,0,22,10,"2013","MUJER"
"Coahuila",29,12,5,7,7,NA,26,NA,26,"2013","MUJER"
"Colima",20,23,18,NA,12,NA,2,14,16,"2013","MUJER"
"Chiapas",16,7,1,27,NA,15,0,16,6,"2013","MUJER"
"Chihuahua",12,16,28,6,NA,NA,5,NA,11,"2013","MUJER"
"Distrito Federal",27,18,20,18,2,4,94,56,25,"2013","MUJER"
"Durango",28,5,6,12,1,NA,66,0,19,"2013","MUJER"
"Guanajuato",19,15,22,22,NA,14,40,NA,22,"2013","MUJER"
"Guerrero",23,6,4,4,NA,NA,21,59,1,"2013","MUJER"
"Hidalgo",14,1,30,17,1,9,0,NA,16,"2013","MUJER"
"Jalisco",18,21,12,13,4,3,13,0,20,"2013","MUJER"
"México",8,25,19,25,6,NA,104,NA,18,"2013","MUJER"
"Michoacán",10,8,13,24,NA,NA,0,30,NA,"2013","MUJER"
"Morelos",4,13,14,10,NA,NA,32,NA,NA,"2013","MUJER"
"Nayarit",24,27,33,28,8,NA,0,0,17,"2013","MUJER"
"Nuevo León",9,22,17,3,NA,12,4,NA,3,"2013","MUJER"
"Oaxaca",17,32,3,1,3,2,2,10,23,"2013","MUJER"
"Puebla",15,10,27,21,10,7,0,NA,24,"2013","MUJER"
"Querétaro",5,33,10,15,13,NA,7,NA,9,"2013","MUJER"
"Quintana Roo",1,29,16,NA,NA,NA,0,2,1,"2013","MUJER"
"San Luis Potosí",7,11,2,20,NA,13,9,NA,15,"2013","MUJER"
"Sinaloa",26,9,24,11,5,11,15,22,2,"2013","MUJER"
"Sonora",3,19,26,23,NA,NA,48,1,13,"2013","MUJER"
"Tabasco",6,4,25,NA,NA,5,10,3,21,"2013","MUJER"
"Tamaulipas",11,14,11,9,1,6,0,41,7,"2013","MUJER"
"Tlaxcala",30,30,23,8,11,NA,8,NA,1,"2013","MUJER"
"Veracruz",21,24,15,2,16,10,193,85,8,"2013","MUJER"
"Yucatán",33,2,31,16,14,NA,0,0,14,"2013","MUJER"
"Zacatecas",31,31,9,14,15,NA,10,NA,5,"2013","MUJER"
"Aguascalientes",1859,1159,579,0,0,0,0,0,142,"2003","GENERAL"
"Baja California",2443,7866,705,105,0,0,39,2,634,"2003","GENERAL"
"Baja California Sur",646,1366,157,0,0,0,21,17,0,"2003","GENERAL"
"Campeche",1188,624,223,104,51,13,1,49,104,"2003","GENERAL"
"Coahuila",1346,9021,4153,184,6,0,4,0,961,"2003","GENERAL"
